name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
VICOM LTD,0.590 Billion USD,10373,0.590 Billion USD,10373,Singapore,,https://www.vicom.com.sg/,Industries; Marketing Services; Automobile,,,,Singapore,,
PT KRAKATAU STEEL (PERSERO) TBK,0.589 Billion USD,10378,0.589 Billion USD,10378,Indonesia,,https://www.krakatausteel.com/,Basic Materials; Iron and Steel; Metals,,,,Jakarta,,
FRAGRANCE GROUP,0.589 Billion USD,10386,0.589 Billion USD,10386,Singapore,,http://www.fragrancegroup.com.sg/,Real Estate,,,,Singapore,,
HOTEL GRAND CENTRAL,0.577 Billion USD,10481,0.577 Billion USD,10481,Singapore,,https://www.grandcentral.com.sg/,Consumer Cyclical; Hotels,,,,Singapore,,
MBK PUBLIC COMPANY,0.556 Billion USD,10669,0.556 Billion USD,10669,Thailand,,https://www.mbkgroup.co.th/,Real Estate,,,,Thailand,,
RS PUBLIC COMPANY,0.552 Billion USD,10711,0.552 Billion USD,10711,Thailand,,https://www.rs.co.th/,Communication Services; Entertainment,,,,Thailand,,
MAJOR CINEPLEX GROUP PUBLIC COMPANY,0.546 Billion USD,10755,0.546 Billion USD,10755,Thailand,,http://www.majorcineplex.com/,Communication Services; Entertainment,,,,Thailand,,
SRISAWAD FINANCE PUBLIC COMPANY,0.542 Billion USD,10780,0.542 Billion USD,10780,Thailand,,http://www.bfit.co.th/,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
CACHE LOGISTICS TRUST,0.541 Billion USD,10782,0.541 Billion USD,10782,Singapore,,http://ww7.cache-reit.com/,Real Estate,,,,Singapore,,
BEC WORLD PUBLIC COMPANY,0.537 Billion USD,10817,0.537 Billion USD,10817,Thailand,,https://www.becworld.com/en/,Communication Services; Broadcasting,,,,Thailand,Thailand ADRs,
WHA UTILITIES AND POWER PUBLIC COMPANY,0.536 Billion USD,10819,0.536 Billion USD,10819,Thailand,,https://www.wha-up.com/en/,Utilities; Water Utilities,,,,Thailand,,
DHIPAYA INSURANCE PUBLIC COMPANY,0.535 Billion USD,10831,0.535 Billion USD,10831,Thailand,,https://www.dhipaya.co.th/,Financial Services; Insurance,,,,Thailand,,
PT. HARUM ENERGY TBK,0.529 Billion USD,10886,0.529 Billion USD,10886,Indonesia,,http://www.harumenergy.com/en/,Energy; Coal Mining,,,,Frankfurt,,
THAI CENTRAL CHEMICAL PUBLIC COMPANY,0.528 Billion USD,10894,0.528 Billion USD,10894,Thailand,,https://www.tcccthai.com/en,Basic Materials; Chemicals,,,,Thailand,,
FIRST PHILIPPINE HOLDINGS CORPORATION,0.524 Billion USD,10930,0.524 Billion USD,10930,Philippines,,https://www.fphc.com/,Utilities; Electric Utilities,3786,,,,,
EASTERN WATER RESOURCES DEVELOPMENT AND MANAGEMENT PUBLIC COMPANY,0.516 Billion USD,10996,0.516 Billion USD,10996,Thailand,,https://www.eastwater.com/en/,Utilities; Water Utilities,,,,Thailand,,
SOILBUILD BUSINESS SPACE REIT,0.515 Billion USD,11006,0.515 Billion USD,11006,Singapore,,https://www.soilbuildreit.com/,Real Estate,,,,Singapore,,
BANGKOK AVIATION FUEL SERVICES PUBLIC COMPANY,0.506 Billion USD,11097,0.506 Billion USD,11097,Thailand,,https://www.bafsthai.com/,Industries,,,,Thailand,,
PT J RESOURCES ASIA PASIFIK TBK,0.497 Billion USD,11181,0.497 Billion USD,11181,Indonesia,,http://www.jresources.com/,Basic Materials; Gold Mining,,,,Jakarta,,
OISHI GROUP PUBLIC COMPANY,0.494 Billion USD,11210,0.494 Billion USD,11210,Thailand,,https://www.oishigroup.com/,Consumer Cyclical; Restaurants,,,,,,
SVI PUBLIC COMPANY,0.494 Billion USD,11213,0.494 Billion USD,11213,Thailand,,https://www.svi-hq.com/,Technology; Electronics; Capital Goods,,,,Thailand,,
KEPPEL PACIFIC OAK US REIT,0.492 Billion USD,11231,0.492 Billion USD,11231,Singapore,,https://www.koreusreit.com/,Real Estate,,,,Singapore,,
TAOKAENOI FOOD & MARKETING PUBLIC COMPANY,0.478 Billion USD,11369,0.478 Billion USD,11369,Thailand,,https://www.taokaenoi.co.th/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
PT WASKITA BETON PRECAST TBK,0.478 Billion USD,11370,0.478 Billion USD,11370,Indonesia,,https://web.waskitaprecast.co.id/,Basic Materials; Construction Materials,,,,Jakarta,,
HONG FOK CORPORATION,0.475 Billion USD,11398,0.475 Billion USD,11398,Singapore,,http://www.hongfok.com.sg/,Real Estate,,,,Singapore,,
GRAND CANAL LAND PUBLIC COMPANY,0.472 Billion USD,11433,0.472 Billion USD,11433,Thailand,,http://www.grandcanalland.com/,Real Estate,,,,Thailand,,
PT BANK BUKOPIN TBK,0.471 Billion USD,11448,0.471 Billion USD,11448,Indonesia,,https://www.bukopin.co.id/,Financial Services; Banking Services,,,,,,
KRUNGDHEP SOPHON PUBLIC COMPANY,0.468 Billion USD,11480,0.468 Billion USD,11480,Thailand,,http://www.kwc.co.th/,Real Estate,,,,Thailand,,
PRINCIPAL CAPITAL PUBLIC COMPANY,0.462 Billion USD,11542,0.462 Billion USD,11542,Thailand,,https://www.principalcapital.co.th/,Real Estate,,,,Thailand,,
DASIN RETAIL TRUST,0.462 Billion USD,11554,0.462 Billion USD,11554,Singapore,,http://dasintrust.com/,Real Estate,,,,Singapore,,
IREIT GLOBAL,0.459 Billion USD,11579,0.459 Billion USD,11579,Singapore,,http://www.ireitglobal.com/,Real Estate,,,,Singapore,,
PT IMPACK PRATAMA INDUSTRI TBK,0.455 Billion USD,11615,0.455 Billion USD,11615,Indonesia,,https://www.impack-pratama.com/,Basic Materials; Construction Materials,,,,Jakarta,,
YOMA STRATEGIC HOLDINGS,0.455 Billion USD,11619,0.455 Billion USD,11619,Singapore,,https://www.yomastrategic.com/,Real Estate,,,,Singapore,,
ALLIANZ AYUDHYA CAPITAL PUBLIC COMPANY,0.438 Billion USD,11800,0.438 Billion USD,11800,Thailand,,http://www.ayud.co.th/,Financial Services; Insurance,,,,Thailand,,
EC WORLD REAL ESTATE INVESTMENT TRUST,0.436 Billion USD,11821,0.436 Billion USD,11821,Singapore,,http://www.ecwreit.com/,Real Estate,,,,Singapore,,
UMS HOLDINGS,0.436 Billion USD,11824,0.436 Billion USD,11824,Singapore,,http://www.umsgroup.com.sg/,Technology; Semi Conductors,,,,Singapore,,
THAI STANLEY ELECTRIC PUBLIC COMPANY,0.429 Billion USD,11900,0.429 Billion USD,11900,Thailand,,http://www.thaistanley.com/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
BANGKOK AIRWAYS PUBLIC COMPANY,0.430 Billion USD,11900,0.430 Billion USD,11900,Thailand,,http://www.bangkokair.com/,Aviation; Airlines,,,,Thailand,,
FRENCKEN GROUP,0.426 Billion USD,11933,0.426 Billion USD,11933,Singapore,,https://www.frenckengroup.com/,Technology; Electronics; Capital Goods,,,,Singapore,,
SIKARIN PUBLIC COMPANY,0.426 Billion USD,11946,0.426 Billion USD,11946,Thailand,,https://www.sikarin.com/en/,Healthcare,,,,Thailand,,
SYNNEX (THAILAND) PUBLIC COMPANY,0.424 Billion USD,11976,0.424 Billion USD,11976,Thailand,,https://www.synnex.co.th/,Technology,,,,Thailand,,
NEX POINT PUBLIC COMPANY,0.421 Billion USD,12007,0.421 Billion USD,12007,Thailand,,http://www.nexpoint.co.th/,Technology; Electronics; Capital Goods,,,,Thailand,,
BIRLA CARBON (THAILAND) PUBLIC COMPANY,0.420 Billion USD,12022,0.420 Billion USD,12022,Thailand,,https://www.birlacarbon.com/,Basic Materials; Chemicals,,,,Thailand,,"Birla Carbon Thailand Public Co. Ltd. (BCT) is a leading manufacturer of Carbon Black in Thailand with a capacity of 275,000 tonnes per annum. It also has the capability of producing customized Carbon Black grades as per requirement. Headquarters is in Thailand.
BCT has the unique distinction of supplying Carbon Black to all the six continents from a single location. It meets over 50% of Japan’s total Carbon Black imports and also supplies to other global markets including Indonesia, Philippines, Malaysia, China, Korea, Taiwan and Australia."
PT BUMI RESOURCES MINERALS TBK,0.419 Billion USD,12038,0.419 Billion USD,12038,Indonesia,,https://bumiresourcesminerals.com/,Basic Materials,,,,Jakarta,,
PT WILTON MAKMUR INDONESIA TBK,0.418 Billion USD,12051,0.418 Billion USD,12051,Indonesia,,https://wilton.id/,Energy; Gold Mining,,,,Jakarta,,
M.C.S. STEEL PUBLIC COMPANY,0.413 Billion USD,12117,0.413 Billion USD,12117,Thailand,,http://www.mcssteel.com/,Basic Materials; Iron and Steel; Metals,,,,Thailand,,
SAMUI AIRPORT PROPERTY FUND,0.405 Billion USD,12196,0.405 Billion USD,12196,Thailand,,,Real Estate,,,,Thailand,,
SANSIRI PUBLIC COMPANY,0.401 Billion USD,12251,0.401 Billion USD,12251,Thailand,,https://www.sansiri.com/en/,Real Estate,,,,Thailand,,
COL PUBLIC COMPANY,0.401 Billion USD,12262,0.401 Billion USD,12262,Thailand,,https://www.col.co.th/,Industries,,,,Thailand,,
REGIONAL CONTAINER LINES PUBLIC COMPANY,0.392 Billion USD,12377,0.392 Billion USD,12377,Thailand,,https://www.rclgroup.com/,Industries; Shipping,,,,Thailand,,
PRECIOUS SHIPPING PUBLIC COMPANY,0.391 Billion USD,12395,0.391 Billion USD,12395,Thailand,,https://www.preciousshipping.com/en/,Industries; Shipping,,,,Thailand,,
ICHITAN GROUP PUBLIC COMPANY,0.388 Billion USD,12441,0.388 Billion USD,12441,Thailand,,http://www.ichitangroup.com/,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Thailand,,
THAICOM PUBLIC COMPANY,0.387 Billion USD,12463,0.387 Billion USD,12463,Thailand,,https://www.thaicom.net/,Technology,,,,Thailand,,
WAVE LIFE SCIENCES,0.384 Billion USD,12503,0.384 Billion USD,12503,Singapore,,https://www.wavelifesciences.com,Healthcare; HealthCare Products; Biotechnology,,,,Nasdaq,Singapore ADRs,
SC ASSET CORPORATION PUBLIC COMPANY,0.383 Billion USD,12509,0.383 Billion USD,12509,Thailand,,https://www.scasset.com/en/,Real Estate,,,,,,
ASIA AVIATION PUBLIC COMPANY,0.382 Billion USD,12528,0.382 Billion USD,12528,Thailand,,https://www.aavplc.com/en/,Industries; Airlines; Aviation,,,,Thailand,,
PT GUNUNG RAJA PAKSI TBK,0.377 Billion USD,12593,0.377 Billion USD,12593,Indonesia,,https://www.gunungrajapaksi.com/,Basic Materials,,,,Jakarta,,
NOBLE DEVELOPMENT PUBLIC COMPANY,0.375 Billion USD,12633,0.375 Billion USD,12633,Thailand,,http://www.noblehome.com/,Real Estate,,,,Thailand,,
KASET THAI INTERNATIONAL SUGAR CORPORATION PUBLIC COMPANY,0.371 Billion USD,12681,0.371 Billion USD,12681,Thailand,,https://www.ktisgroup.com/,Consumer Defensive; Sugar; Chocolate & Confectionery,,,,Thailand,,
SINGHA ESTATE PUBLIC COMPANY,0.366 Billion USD,12753,0.366 Billion USD,12753,Thailand,,https://www.singhaestate.co.th/en,Real Estate,,,,Thailand,,
SERMSANG POWER CORPORATION PUBLIC COMPANY,0.357 Billion USD,12857,0.357 Billion USD,12857,Thailand,,https://www.sermsang.com/,Utilities; Electric Utilities,,,,Thailand,,
FAR EAST ORCHARD,0.354 Billion USD,12890,0.354 Billion USD,12890,Singapore,,https://www.fareastorchard.com.sg/,Real Estate,,,,Frankfurt,,
SEMBCORP MARINE LTD,0.352 Billion USD,12925,0.352 Billion USD,12925,Singapore,,https://www.sembmarine.com/,Industries; Aerospace and Defense,,,,Singapore,,
GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.350 Billion USD,12954,0.350 Billion USD,12954,Thailand,,,Real Estate,,,,Thailand,,
SINGER THAILAND PUBLIC COMPANY,0.347 Billion USD,12997,0.347 Billion USD,12997,Thailand,,https://www.singerthai.co.th/en,Technology; Electronics,,,,Thailand,,
ROXY-PACIFIC HOLDINGS,0.345 Billion USD,13017,0.345 Billion USD,13017,Singapore,,https://www.roxypacific.com.sg/,Real Estate,,,,Singapore,,
PT KAPUAS PRIMA COAL TBK,0.341 Billion USD,13082,0.341 Billion USD,13082,Indonesia,,https://www.kapuasprima.co.id/,Basic Materials,,,,Jakarta,,
SIIC ENVIRONMENT HOLDINGS,0.339 Billion USD,13105,0.339 Billion USD,13105,Singapore,,http://www.siicenv.com/,Industries,,,,HKeX,,
THORESEN THAI AGENCIES PUBLIC COMPANY,0.336 Billion USD,13146,0.336 Billion USD,13146,Thailand,,http://www.thoresen.com/,Industries,,,,Thailand,,
SAHA-UNION PUBLIC COMPANY,0.333 Billion USD,13185,0.333 Billion USD,13185,Thailand,,http://www.sahaunion.co.th/,Industries,,,,Thailand,,
SCG CERAMICS PUBLIC COMPANY,0.330 Billion USD,13226,0.330 Billion USD,13226,Thailand,,https://scgceramics.com/,Industries,,,,Thailand,,
DELFI,0.324 Billion USD,13325,0.324 Billion USD,13325,Singapore,,https://www.delfilimited.com/,Consumer Defensive; Chocolate & Confectionery,,,,Singapore,,
GLOBAL GREEN CHEMICALS PUBLIC COMPANY,0.321 Billion USD,13363,0.321 Billion USD,13363,Thailand,,http://www.ggcplc.com/,Basic Materials; Chemicals,,,,Thailand,,
UNITED OVERSEAS INSURANCE,0.311 Billion USD,13502,0.311 Billion USD,13502,Singapore,,https://www.uoi.com.sg/,Financial Services; Insurance,,,,Singapore,,
TEMPLETON EMERGING MARKETS FUND,0.304 Billion USD,13607,0.304 Billion USD,13607,Singapore,,,Financial Services; Asset Management,,,,NYSE,,
SERMSUK PUBLIC COMPANY,0.304 Billion USD,13624,0.304 Billion USD,13624,Thailand,,http://www.sermsukplc.com/en,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Thailand,,
THAITHEPAROS PUBLIC COMPANY,0.303 Billion USD,13649,0.303 Billion USD,13649,Thailand,,https://thaitheparos.com/,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
ERAWAN GROUP PUBLIC COMPANY,0.302 Billion USD,13659,0.302 Billion USD,13659,Thailand,,https://www.theerawan.com/en/,Consumer Cyclical,,,,Thailand,,
BUND CENTER INVESTMENT LTD,0.299 Billion USD,13714,0.299 Billion USD,13714,Singapore,,http://www.bundcenter.com/en/,Real Estate,,,,Singapore,,
S HOTELS AND RESORTS PUBLIC COMPANY,0.295 Billion USD,13766,0.295 Billion USD,13766,Thailand,,https://www.shotelsresorts.com/,Consumer Cyclical,,,,Thailand,,
AFTER YOU PUBLIC COMPANY,0.285 Billion USD,13926,0.285 Billion USD,13926,Thailand,,https://www.afteryoudessertcafe.com/,Consumer Cyclical; Restaurants,,,,Thailand,,
MICRO-MECHANICS (HOLDINGS),0.284 Billion USD,13945,0.284 Billion USD,13945,Singapore,,https://www.micro-mechanics.com/,Technology; Semi Conductors,,,,Singapore,,
JWD INFOLOGISTICS PUBLIC COMPANY,0.284 Billion USD,13953,0.284 Billion USD,13953,Thailand,,https://jwd-group.com/en/,Industries; Logistics,,,,Thailand,,
TUAN SING HOLDINGS,0.283 Billion USD,13962,0.283 Billion USD,13962,Singapore,,https://www.tuansing.com/,Real Estate,,,,Singapore,,
SABANA SHARI'AH COMPLIANT INDUSTRIAL REAL ESTATE INVESTMENT TRUST,0.283 Billion USD,13963,0.283 Billion USD,13963,Singapore,,,Real Estate,,,,Singapore,,
UNITED PAPER PUBLIC COMPANY,0.281 Billion USD,13981,0.281 Billion USD,13981,Thailand,,https://www.unitedpaper.co.th/,Basic Materials; Paper and Pulp,,,,Thailand,,
GOLDEN ENERGY AND RESOURCES,0.281 Billion USD,13993,0.281 Billion USD,13993,Singapore,,https://gear.com.sg/,Energy; Coal Mining,,,,,,
MONO TECHNOLOGY PUBLIC COMPANY,0.280 Billion USD,14009,0.280 Billion USD,14009,Thailand,,https://www.mono.co.th/,Communication Services; Entertainment,,,,Thailand,,
SISB PUBLIC COMPANY,0.279 Billion USD,14029,0.279 Billion USD,14029,Thailand,,https://www.sisb.ac.th/,Consumer Defensive,,,,Thailand,,
BONVESTS HOLDINGS,0.275 Billion USD,14091,0.275 Billion USD,14091,Singapore,,http://www.bonvests.com.sg/,Consumer Cyclical,,,,Singapore,,
BHIRAJ OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.273 Billion USD,14122,0.273 Billion USD,14122,Thailand,,,Real Estate,,,,Thailand,,
I.C.C. INTERNATIONAL PUBLIC COMPANY,0.269 Billion USD,14192,0.269 Billion USD,14192,Thailand,,http://www.icc.co.th/,Consumer Cyclical; Retail,,,,Thailand,,
A.J. PLAST PUBLIC COMPANY,0.265 Billion USD,14239,0.265 Billion USD,14239,Thailand,,https://www.ajplast.co.th/,Consumer Cyclical; Packaging,,,,Thailand,,
ASIA SERMKIJ LEASING PUBLIC COMPANY,0.260 Billion USD,14317,0.260 Billion USD,14317,Thailand,,http://www.ask.co.th/,Financial Services,,,,Thailand,,
QUALITY HOUSES PROPERTY FUND,0.260 Billion USD,14324,0.260 Billion USD,14324,Thailand,,,Real Estate,,,,Thailand,,
U CITY PUBLIC COMPANY,0.259 Billion USD,14343,0.259 Billion USD,14343,Thailand,,https://www.ucity.co.th/en,Real Estate,,,,Thailand,,
CORTINA HOLDINGS,0.258 Billion USD,14350,0.258 Billion USD,14350,Singapore,,http://www.cortina.com.sg/,Consumer Cyclical,,,,Singapore,,
SYN MUN KONG INSURANCE PUBLIC COMPANY,0.257 Billion USD,14386,0.257 Billion USD,14386,Thailand,,http://www.smk.co.th/,Financial Services; Insurance,,,,Thailand,,
MC GROUP PUBLIC COMPANY,0.256 Billion USD,14405,0.256 Billion USD,14405,Thailand,,https://www.mcgroupnet.com/,Consumer Cyclical; Apparels and Accessories,,,,Thailand,,
CHIP ENG SENG CORPORATION LTD,0.252 Billion USD,14470,0.252 Billion USD,14470,Singapore,,http://www.chipengseng.com.sg/,Real Estate,,,,,,
KGI SECURITIES (THAILAND) PUBLIC COMPANY,0.252 Billion USD,14480,0.252 Billion USD,14480,Thailand,,https://www.kgieworld.co.th/,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
PT HERO SUPERMARKET TBK,0.252 Billion USD,14486,0.252 Billion USD,14486,Indonesia,,https://www.hero.co.id/,Consumer Cyclical,,,,Jakarta,,
GMM GRAMMY PUBLIC COMPANY,0.249 Billion USD,14532,0.249 Billion USD,14532,Thailand,,http://www.gmmgrammy.com/,Communication Services; Entertainment,,,,Thailand,,
SKY ICT PUBLIC COMPANY,0.247 Billion USD,14576,0.247 Billion USD,14576,Thailand,,https://www.skyict.co.th/en,Technology; Software and IT,,,,Thailand,,
ALUCON PUBLIC COMPANY,0.245 Billion USD,14608,0.245 Billion USD,14608,Thailand,,http://www.alucon.th.com/,Basic Materials; Aluminum,,,,Thailand,,
PT WIJAYA KARYA BETON TBK,0.241 Billion USD,14687,0.241 Billion USD,14687,Indonesia,,http://www.wika-beton.co.id/,Basic Materials; Construction Materials,,,,Jakarta,,
PT DELTA DJAKARTA TBK,0.240 Billion USD,14698,0.240 Billion USD,14698,Indonesia,,https://www.deltajkt.co.id/,Consumer Defensive; Alcoholic Beverages; Beverages,,,,Jakarta,,
RAJTHANEE HOSPITAL PUBLIC COMPANY,0.240 Billion USD,14706,0.240 Billion USD,14706,Thailand,,http://www.rajthanee.com/,Healthcare,,,,Thailand,,
SHANGRI-LA HOTEL PUBLIC COMPANY,0.238 Billion USD,14753,0.238 Billion USD,14753,Thailand,,https://www.shangri-la.com/,Consumer Cyclical,,,,Thailand,,
KANG YONG ELECTRIC PUBLIC COMPANY,0.237 Billion USD,14774,0.237 Billion USD,14774,Thailand,,http://www.mitsubishi-kye.com/,Technology; Electronics,,,,Thailand,,
PRARAM 9 HOSPITAL PUBLIC COMPANY,0.236 Billion USD,14779,0.236 Billion USD,14779,Thailand,,http://www.praram9.com/,Healthcare,,,,Thailand,,
SABINA PUBLIC COMPANY,0.235 Billion USD,14801,0.235 Billion USD,14801,Thailand,,http://www.sabina.co.th/,Consumer Cyclical; Apparels and Accessories,,,,Thailand,,
CHIANG MAI RAM MEDICAL BUSINESS PUBLIC COMPANY,0.235 Billion USD,14810,0.235 Billion USD,14810,Thailand,,http://www.lanna-hospital.com/,Healthcare,,,,Thailand,,
SC HEALTH CORPORATION,0.234 Billion USD,14829,0.234 Billion USD,14829,Singapore,,https://www.schealthcorp.com/,Financial Services,,,,NYSE,Singapore ADRs,
PLATINUM GROUP PUBLIC COMPANY,0.233 Billion USD,14837,0.233 Billion USD,14837,Thailand,,http://theplatinumgroup.co.th/,Real Estate,,,,Thailand,,
BG CONTAINER GLASS PUBLIC COMPANY,0.233 Billion USD,14846,0.233 Billion USD,14846,Thailand,,http://www.bgc.co.th/,Consumer Cyclical; Packaging,,,,Thailand,,
SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY,0.232 Billion USD,14866,0.232 Billion USD,14866,Thailand,,http://www.satpcl.co.th/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
WORKPOINT ENTERTAINMENT PUBLIC COMPANY,0.231 Billion USD,14899,0.231 Billion USD,14899,Thailand,,https://www.workpoint.co.th/,Communication Services; Broadcasting,,,,Thailand,,
THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.230 Billion USD,14921,0.230 Billion USD,14921,Thailand,,,Real Estate,,,,Thailand,,
P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY,0.229 Billion USD,14931,0.229 Billion USD,14931,Thailand,,http://www.pcsgh.com/en/,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
HIAP HOE,0.228 Billion USD,14943,0.228 Billion USD,14943,Singapore,,https://www.hiaphoe.com/,Real Estate,,,,Singapore,,
LALIN PROPERTY PUBLIC COMPANY,0.227 Billion USD,14970,0.227 Billion USD,14970,Thailand,,https://www.lalinproperty.com/,Real Estate,,,,Thailand,,
THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY,0.227 Billion USD,14977,0.227 Billion USD,14977,Thailand,,,Industries; Airlines; Aviation,,,,Thailand,,
MOYA HOLDINGS ASIA,0.226 Billion USD,14988,0.226 Billion USD,14988,Singapore,,http://www.moyaasia.com/,Utilities; Water Utilities,,,,Singapore,,
NONTHAVEJ HOSPITAL PUBLIC COMPANY,0.225 Billion USD,15006,0.225 Billion USD,15006,Thailand,,https://www.nonthavej.co.th/,Healthcare,,,,Thailand,,
LOW KENG HUAT (SINGAPORE),0.224 Billion USD,15034,0.224 Billion USD,15034,Singapore,,https://www.lkhs.com.sg/,Real Estate,,,,Singapore,,
SUNNINGDALE TECH LTD,0.223 Billion USD,15041,0.223 Billion USD,15041,Singapore,,https://sdaletech.com/,Consumer Cyclical; Automobile; Automobile Parts,,,,Singapore,,
L.P.N. DEVELOPMENT PUBLIC COMPANY,0.223 Billion USD,15043,0.223 Billion USD,15043,Thailand,,https://www.lpn.co.th/en/,Real Estate,,,,,,
