id,title,channel,url,published_date,description,relevance,data_skills,skills
F4b-GnvRN4k,Excel 2016 Advanced,Learnit Training,https://youtube.com/watch?v=F4b-GnvRN4k,2019-08-09T15:58:18Z,Excel 2016 Advanced Tutorial For ad free training and certificates please join Learnit Anytime: https://www.learnitanytime.com Use code LAUNCH50 to save ...,43.0,Excel,Audit; Editing; Microsoft Excel; Password; Quality Assurance (QA); Selection; Table; Training; Visual Basic For Applications (VBA); macOS
F5cz6RGrqf8,Time Series Analysis in Python | Air Passengers Case Study | Abhishek Chatterjee | IvyProSchool,IvyProSchool,https://youtube.com/watch?v=F5cz6RGrqf8,2021-06-03T14:00:10Z,"In this video you will learn about Time Series Analysis in Python using Air Passengers Dataset. Here, our student Abhishek Chatterjee will demonstrate the Time ...",46.0,Time Series Analysis,Augmented Reality (AR); Autoregressive (AR) Model; Autoregressive Integrated Moving Average (ARIMA) Model; Data Science; Dataset; Deep Learning; Facebook; Instagram; Ivy; LinkedIn; Machine Learning; Python; Time Series Analysis; Time Series Forecasting; Time Series Model; Twitter; Video; Visualization; Youtube
F64KnzJDZvQ,Loan Application Case Study | Data Science Bootcamp | Tableau | Ivy Professional School,IvyProSchool,https://youtube.com/watch?v=F64KnzJDZvQ,2021-05-13T02:36:55Z,Dataset: https://drive.google.com/file/d/1BJ3qLV9--4FAhmbKzr7BWCQEAGz4kPkm/view?usp=sharing Learn Data Science and Pay Later: ...,50.0,Tableau,Artificial Intelligence (AI); Data Science; Dataset; Ivy; Tableau
F8pyaR4uQ2g,Apache Spark Full Course - Learn Apache Spark in 8 Hours | Apache Spark Tutorial | Edureka,edureka!,https://youtube.com/watch?v=F8pyaR4uQ2g,2019-10-27T08:30:00Z,Edureka Apache Spark Training (Use Code: YOUTUBE20) - https://www.edureka.co/apache-spark-scala-certification-training ) This Edureka Spark Full Course ...,4.5,APACHE; SPARK,Apache Hive; Apache Kafka; Apache Spark; Architecture; Big Data; Coaching; Creatio; Data Engineering; Dataframe; Facebook; Graph Algorithm; Instagram; Investigational New Drug (IND); LinkedIn; MapReduce; Market Analysis; Property; PySpark; Scala; Sentiment Analysis; Spark Streaming; Stock Market; Structured Query Language (SQL); Table; Training; Twitter; Variable; Video; Windows
FBmSzlpyVAI,"Learn Node.js, Unit 12: MongoDB",IBM Developer,https://youtube.com/watch?v=FBmSzlpyVAI,2019-01-31T16:25:40Z,MongoDB is one of the most popular choices for storing data used with Node applications. In this video I'll show you how to use MongoDB and how I modified ...,36.0,MongoDB,Application Programming Interface (API); Database; Github; Image; Links; MongoDB; NoSQL; Node.js; Video
FHVx6Jn8gwo,Spark With Java Couse Part 1 | Spark With Java Tutorial  | Spark With Java Training | KnowledgeHut,upGrad KnowledgeHut,https://youtube.com/watch?v=FHVx6Jn8gwo,2020-10-30T09:42:43Z,"In this era of Artificial intelligence, Machine Learning, and Data Science, algorithms that run on Distributed Iterative computation make the task of distributing and ...",43.0,SPARK,Algorithm; Apache Spark; Artificial Intelligence (AI); Big Data; Computing; Data Science; Facebook; Instagram; Java; LinkedIn; Machine Learning; Programming Language Theory; Scala; Training; Twitter; Web Development; Youtube
FHbPyCOelFQ,SIMPLE ETL...!!! Simple tutorial to Extract Transform Load (ETL) in the Data Warehouse,DATEEB DEV,https://youtube.com/watch?v=FHbPyCOelFQ,2018-12-27T16:09:50Z,Appendix a Practices Extract Transform Load (ETL) in the data warehouse. Created By Rico Fajar Afandi 3 D4 IT-B / 2110161060 PENS.,13.0,Extract Transform Load (ETL),Extract Transform Load (ETL); Information Technology (IT); Transformer
FLNH_4cTPd4,lec-13 Relationship Between DBMS and Application Program| Database Management System Tutorial,safdar dogar,https://youtube.com/watch?v=FLNH_4cTPd4,2018-12-30T08:27:23Z,In this video We learn Relationship Between DBMS and Application Program With Prof: Muhammad Safdar Dogar Relationship between DBMS & Application ...,35.0,Database Management System (DBMS),Database Management System; Distributed Database Management System (DDBMS); Hindi; Microsoft SQL Server; Microsoft SQL Servers; MySQL; RStudio; Relational Database Management System (RDSMS); Service Management; Urdu; User Interface (UI); Video
FMEANo2txMM,Machine Learning Bangla || Supervised Learning vs Unsupervised Learning Explained,study mart,https://youtube.com/watch?v=FMEANo2txMM,2020-08-18T21:31:02Z,"In this video, I have explained Supervised vs Unsupervised Learning: Key Differences. 1. What is Supervised Machine Learning? In Supervised learning, you ...",38.0,Supervised Machine Learning,Algorithm; Azure Machine Learning; Data Science; Deep Learning; Processing; Reinforcement Learning; Semi-supervised Machine Learning; Supervised Learning; Supervised Machine Learning; Training; Unsupervised Learning; Unsupervised Machine Learning; Video
FPM6it4v8MY,Time Series Analysis | Time Series Forecasting | Time Series Analysis in R | Ph.D. (Stanford),Great Learning,https://youtube.com/watch?v=FPM6it4v8MY,2020-01-10T07:45:34Z,"Looking for a career upgrade & a better salary? We can help, Choose from our no 1 ranked top programmes. 25k+ career transitions with 400 + top corporate ...",2.0,Time Series Analysis,Accuracy; Apache Hadoop; Applied Mathematics; Artificial Intelligence (AI); Big Data; Cybersecurity; Data Analytics; Data Science; Dataset; Exponential Smoothing; Machine Learning; Management; Microsoft Access; Probability; Python; R; Statistics; Tableau; Time Series Analysis; Time Series Forecasting; Training; Video; Youtube
FQ0HZ-WJEjk,SEE Computer Chapter 8: Database Management System,Technology Channel,https://youtube.com/watch?v=FQ0HZ-WJEjk,2018-10-16T12:14:02Z,Welcome to complete Grade 10 SEE Computer Tutorial in the Nepali Language. This is Chapter 8: Database Management System ...,45.0,Database Management System (DBMS),Android; Database Management System; Email; Facebook; Gradle
FR4QIeZaPeM,What is Database &amp; SQL?,Guru99,https://youtube.com/watch?v=FR4QIeZaPeM,2013-07-12T09:54:42Z,https://www.guru99.com/introduction-to-database-sql.html This Database tutorial explains the concept of DBMS (Database Management System).To help ...,16.0,Database Management System (DBMS),Asset Management; Data Management; Database Management System; Facebook; Relational Database; Structured Query Language (SQL); Twitter; Video; Youtube; jQuery
FSe_02FpJas,Learn Computer Vision,Siraj Raval,https://youtube.com/watch?v=FSe_02FpJas,2019-07-15T05:12:12Z,I've designed a free curriculum to help anyone learn Computer Vision in the most efficient way possible! My curriculum starts off with low level vision techniques ...,1.0,Computer Vision,Analysis; Artificial Intelligence (AI); Calculus; Computer Vision; Data Science; Deep Learning; Facebook; Finance; Github; Healthcare; Instagram; Linear Algebra; Links; Microsoft Access; Newsletters; OpenCV; Python; Slack; TensorFlow; Twitter; Video; Youtube
FUpR1FEMcNg,ETL (Extract-Transform-Load) concept for Data Transformation by Kunaal Jethwa,Kunaal Jethwa,https://youtube.com/watch?v=FUpR1FEMcNg,2020-08-04T06:41:46Z,"Here you go Supply Chain colleagues, Demand Planners, Business Analysts and MIS professionals. This short video shows the most basic concept of ETL ...",24.0,Extract Transform Load (ETL),Business Analysis; Extract Transform Load (ETL); Golang; Management Information System (MIS); Transformer; Video
FWOZmmIUqHg,Artificial Intelligence Tutorial | AI Tutorial for Beginners | Artificial Intelligence | Simplilearn,Simplilearn,https://youtube.com/watch?v=FWOZmmIUqHg,2018-05-09T13:11:11Z,Enroll for FREE Artificial Intelligence Course & Get your Completion Certificate: ...,13.0,Artificial Intelligence (AI),Artificial Intelligence (AI); Artificial Neural Network (ANN); Budget; C; Cognitive; Decision Making; Decision Tree; Deep Learning; Design; Facebook; Golang; LinkedIn; Logistic Regression; Logistics; Machine Learning Algorithm; Naïve Bayes; Predictive Analytics; Programming Language; Random Forest; Recommendation System; Regression; Shortage; Supervised Learning; Support Vector Machine (SVM); TensorFlow; Training; Twitter; Unsupervised Learning; Video; Youtube; k-means Clustering
FWp7vIQxpIU,How Difficult Is It To Learn Python?,Code Career Genius,https://youtube.com/watch?v=FWp7vIQxpIU,2020-10-31T21:48:10Z,"How difficult is it to learn python? Well, it's not impossible... Get the 7 Habits of Highly Productive Programmers FREE http://codecareergenius.com/ Thanks for ...",32.0,Python,Python
FZDgSMg0Zxo,Introduction to Database Management System | DBMS tutorial for beginners | Great Learning,Great Learning,https://youtube.com/watch?v=FZDgSMg0Zxo,2020-11-01T13:00:12Z,"Get the free certificate of completion for the SQL fro Datta Science Course, Register Now: ...",14.0,Database Management System (DBMS),Artificial Intelligence (AI); Big Data Analysis; Big Data Analytics; Blogging; Cybersecurity; Data Manipulation; Data Science; Database Management System; Dataset; Decision Making; Facebook; Hierachical Database; History; LinkedIn; Machine Learning; Microsoft Access; Network; Rally; Structured Query Language (SQL); Table; Telegram; Video
FdEjy9NagU8,SQL Training - Structured Query Language Tutorial - The ALTER USER and ALTER ROLE Statements Lesson,TeachUComp,https://youtube.com/watch?v=FdEjy9NagU8,2014-05-22T20:04:26Z,FREE Course! Click: https://www.teachucomp.com/free Learn about the ALTER USER and ALTER ROLE Statements in SQL - Structured Query Language at ...,42.0,Structured Query Language (SQL),Structured Query Language (SQL); Training; jQuery
FrGboGozvCI,Learn Tableau - Full Course for Beginners,Data Science Tutorials,https://youtube.com/watch?v=FrGboGozvCI,2019-06-28T07:13:37Z,Learn #Tableau - Full #TableauCourse for Beginners To get access to the data file used in this video: 1. Subscribe the channel and comment about the video in ...,15.0,Tableau,Creatio; Microsoft Access; Research; Tableau; Video
FuW5KNyl5bM,Do I need an &#39;Extract Transform&#39; and Load (ETL) tool?,IT Performs Ltd - BI Experts,https://youtube.com/watch?v=FuW5KNyl5bM,2011-12-06T12:40:40Z,"itp_set3_05 Short video from IT Performs - Business Intelligence SpecialistsIT Performs (ITP), recently awarded Most Satisfied Customers & Outstanding Sales ...",47.0,Extract Transform Load (ETL),Budget; Business Intelligence (BI); Database; Email; Enterprise Resource Planning (ERP); Extract Transform Load (ETL); Forecasting; Information Management; Information Technology (IT); Performance Management; Pragmatics; Reporting; SAP BusinessObjects; Sales; Video
FzefmS9Fu7Y,Data Cleansing in Alteryx for Beginners | Alteryx Tutorial for Beginners,Yoda Learning Official,https://youtube.com/watch?v=FzefmS9Fu7Y,2019-07-26T09:43:49Z,"In this tutorial, you will learn how to do Data Cleansing in Alteryx with help of the Browse tool, Data cleansing tolls, etc. Want to learn more about Alteryx?",8.0,Data Cleansing,Alteryx; Data Cleansing
Fzik5IqEbxs,8 Little Tricks In AB Testing To Achieve The Best Results,We are Crank,https://youtube.com/watch?v=Fzik5IqEbxs,2020-03-18T16:12:54Z,How do you start out in AB testing? It is a minefield of data and what are my first tests? This comprehensive video will guide you through how to get started in A/B ...,40.0,AB Testing,A/B Testing; Budget; Design; Digital Marketing; Golang; QA Testing; Testing Hypothesis; Video
G92TF4xYQcU,Creating A Reinforcement Learning (RL) Environment - Reinforcement Learning p.4,sentdex,https://youtube.com/watch?v=G92TF4xYQcU,2019-06-06T15:06:40Z,"Welcome to part 4 of the Reinforcement Learning series as well our our Q-learning part of it. In this part, we're going to wrap up this basic Q-Learning by making ...",40.0,Reinforcement,.NET Framework; Facebook; Instagram; Python; Reinforcement Learning; Twitter; Youtube
GBJWuIG-JPg,Data Preparation using SAS Visual Analytics 8.1 (on SAS Viya),SAS Software,https://youtube.com/watch?v=GBJWuIG-JPg,2017-03-10T20:17:18Z,SAS Senior Product Manager Atrin Assa shows you how to quickly see and prepare your data for visualization or analysis without having to write code. Learn ...,42.0,Data Preparation,Analysis; Analytical; Business Intelligence (BI); Data Management; Data Preparation; Facebook; LinkedIn; SAS; Twitter; Visualization; Youtube
GCV3phvvfAw,Effective Charts and Visualizations [Excel &amp; PowerPoint] - learn Microsoft,fifi tania,https://youtube.com/watch?v=GCV3phvvfAw,2021-06-22T16:17:24Z,link to this course ...,23.0,Visualizations,Data Visualization; E Charts; Formatting; Infographics; Microsoft; Microsoft Access; Microsoft Excel; Microsoft PowerPoint; Pie Chart; Presentation; Reporting; Table; Visualization
GFC2gOL1p9k,Apache Spark Tutorial | Spark Tutorial for Beginners | Spark Big Data | Intellipaat,Intellipaat,https://youtube.com/watch?v=GFC2gOL1p9k,2019-06-06T14:36:39Z,"Intellipaat Apache Spark Scala Course:- https://intellipaat.com/apache-spark-scala-training/ In this apache spark tutorial for beginners video, you will learn what ...",33.0,SPARK,Apache Hadoop; Apache Hive; Apache Kafka; Apache Spark; Apache Zookeeper; Architecture; Big Data; Computing; Dataframe; Development Tools; Facebook; Golang; LinkedIn; MapReduce; Microsoft Access; Node.js; Programming; Scala; Spark Streaming; Speech Processing; Stream Processing; Structured Query Language (SQL); Training; Twitter; Video
GIsg-ZUy0MY,PyTorch for Deep Learning - Full Course / Tutorial,freeCodeCamp.org,https://youtube.com/watch?v=GIsg-ZUy0MY,2020-04-30T13:30:00Z,"In this course, you will learn how to build deep learning models with PyTorch and Python. The course makes PyTorch a bit more approachable for people ...",33.0,Deep Learning,Classification; Convolutional Neural Network (CNN); Convolutional Neural Network (ConvNet); Deep Learning; Generative Adversarial Network (GAN); Graphics Processing Unit (GPU); Image; Linear Regression; Logistic Regression; Logistics; Nonlinear Regression; PyTorch; Python; Regression; Training
GJYEsEEfjvk,What is HDFS | Hadoop Distributed File System (HDFS) Introduction | Hadoop Training | Edureka,edureka!,https://youtube.com/watch?v=GJYEsEEfjvk,2018-02-15T17:08:16Z,Edureka Hadoop Training: https://www.edureka.co/big-data-hadoop-training-certification This What is HDFS video will help you to understand about Hadoop ...,45.0,Hadoop,Administration; Apache Cassandra; Apache Hive; Apache Kafka; Apache Oozie; Apache Pig; Apache Spark; Apache Sqoop; Architecture; Big Data Analysis; Big Data Analytics; Business Intelligence (BI); Complexity; Database; Extract Transform Load (ETL); Facebook; Golang; Gradle; HBase; Hadoop Distributed File System (HDFS); Instagram; Investigational New Drug (IND); LinkedIn; Management; MapReduce; Microsoft Access; News; Processing; Technical Support; Testing; Training; Twitter; Video
